Bar Pressure(Bar Pressure);Nitrogen Dioxide(NO2);PM 10(RSPM);PM 2.5(PM2.5);Solar Radiation(SR);Sulfur Dioxide(SO2);Temperature(TEMP);index
756.29;54.83;308.63;;;8.1;10.44;19/01/2015
754.86;74.36;268.3;;;3.79;21.08;19/02/2015
753.94;44.83;79.98;;;5.05;15.04;19/03/2015
750.62;68.67;;74.78;;11.71;30.01;19/04/2015
752.39;68.62;;59.23;;3.83;36.46;19/05/2015
749.23;34.76;;90.37;;4.93;35.04;19/06/2015
756.49;20.5;;50.28;;3.36;26.88;19/07/2015
760.02;28.25;;48.38;;4.22;28.48;19/08/2015
762.03;67.84;;52.32;;11.29;28.73;19/09/2015
760.23;;;;;10.67;28.15;19/10/2015
753.87;47.1;;152.01;;16.68;17.97;19/11/2015
758.41;23.15;;100.22;;19.02;12.15;19/12/2015
756.86;43.31;197.68;;;4.1;10.52;20/01/2015
755.91;74.1;259.56;;;3.66;21.46;20/02/2015
754.24;48.99;76.52;;;4.75;16.13;20/03/2015
752.28;70.47;;60.5;;7.68;30.79;20/04/2015
753.51;50.9;;55.52;;3.33;36.63;20/05/2015
750.41;22.57;;73.15;;3.59;31.87;20/06/2015
759.52;26.92;;48.64;;4.07;27.44;20/08/2015
761.3;74.93;;56.1;;12.35;29.5;20/09/2015
758.45;;;;;5.86;28.6;20/10/2015
758.32;50.18;;160.49;;18.78;17.95;20/11/2015
758.67;35.92;;128.71;;27.86;12.31;20/12/2015
757.87;53.12;217.36;;;5.97;10.82;21/01/2015
756.76;58.67;314.74;;;4.46;19.92;21/02/2015
754.51;45.07;77.74;;;4.83;17.92;21/03/2015
752.24;57.67;;58.37;;7.08;29.4;21/04/2015
752.39;48.0;;55.12;;3.69;35.89;21/05/2015
747.09;27.24;;65.9;;4.1;29.39;21/06/2015
758.06;32.12;;48.78;;4.64;29.81;21/08/2015
761.02;70.33;;52.46;;11.66;29.07;21/09/2015
759.37;;;;;7.8;26.73;21/10/2015
758.61;44.97;;148.89;;19.86;17.67;21/11/2015
758.42;27.47;;109.85;;22.6;12.03;21/12/2015
757.35;48.84;220.94;;;8.28;10.27;22/01/2015
755.56;32.03;179.74;;;2.5;15.06;22/02/2015
752.83;31.28;57.52;;;3.09;18.51;22/03/2015
750.55;71.52;;64.16;;8.71;29.2;22/04/2015
751.04;47.56;;53.63;;3.53;35.55;22/05/2015
748.51;32.66;;69.39;;4.7;31.32;22/06/2015
758.23;23.18;;48.94;;3.66;32.07;22/07/2015
758.75;34.45;;49.13;;4.9;30.12;22/08/2015
760.51;66.24;;51.61;;11.05;28.92;22/09/2015
760.18;;;;;7.79;24.58;22/10/2015
758.34;37.44;;131.5;;15.69;17.96;22/11/2015
759.15;36.48;;104.55;;23.23;12.04;22/12/2015
757.2;31.53;180.31;;;2.53;12.39;23/01/2015
752.45;39.12;58.37;82.51;;3.84;18.31;23/03/2015
750.86;89.04;;83.93;;14.3;26.53;23/04/2015
749.62;43.1;;63.59;;3.23;36.32;23/05/2015
750.25;43.14;;71.53;;5.85;30.51;23/06/2015
758.13;21.67;;48.9;;3.49;31.65;23/07/2015
760.95;44.39;;49.44;;8.12;27.19;23/09/2015
758.11;;;;;5.44;23.32;23/10/2015
758.44;65.89;;195.54;;17.2;17.77;23/11/2015
759.44;14.11;;55.31;;14.17;11.49;23/12/2015
757.54;25.39;169.03;;;21.48;9.72;24/01/2015
753.06;48.64;213.54;;;2.99;23.17;24/02/2015
755.48;47.43;;70.81;;4.25;20.33;24/03/2015
751.19;96.63;;80.12;;13.22;14.63;24/04/2015
750.09;46.34;;81.67;;3.42;35.35;24/05/2015
754.05;29.31;;72.3;;4.59;27.42;24/06/2015
759.07;23.75;;49.08;;3.72;30.43;24/07/2015
759.78;39.85;;50.51;;5.49;29.45;24/08/2015
756.5;48.08;;45.11;;8.32;25.95;24/09/2015
755.8;;;;;5.8;24.38;24/10/2015
758.19;52.95;;166.67;;18.76;18.3;24/11/2015
758.33;8.11;;52.83;;11.17;11.88;24/12/2015
758.12;19.88;153.89;;;14.44;10.97;25/01/2015
752.28;53.72;203.36;;;6.02;21.44;25/02/2015
756.78;62.3;;91.52;;6.06;21.33;25/03/2015
751.56;72.8;;61.34;;7.91;14.39;25/04/2015
749.74;42.89;;102.49;;3.16;36.27;25/05/2015
753.32;21.04;;32.92;;3.42;25.18;25/06/2015
755.82;23.41;;49.29;;3.69;30.53;25/07/2015
759.55;30.5;;48.79;;4.46;29.77;25/08/2015
755.11;55.63;;59.51;;9.46;27.28;25/09/2015
756.76;;;;;6.26;26.56;25/10/2015
757.7;38.03;;133.4;;12.74;18.67;25/11/2015
757.75;8.38;;54.33;;12.78;11.53;25/12/2015
758.31;;;;;;9.48;26/01/2015
753.21;42.03;161.53;;;9.79;18.04;26/02/2015
757.83;45.1;47.45;82.77;;13.11;22.08;26/03/2015
753.69;44.72;;52.71;;5.48;13.27;26/04/2015
751.31;42.97;;73.02;;3.07;35.31;26/05/2015
753.77;25.0;;69.86;;3.86;29.41;26/06/2015
752.93;20.94;;48.85;;3.41;30.39;26/07/2015
759.65;28.58;;48.42;;4.25;30.09;26/08/2015
756.02;63.14;;64.37;;10.58;28.02;26/09/2015
759.75;;;;;7.57;28.74;26/10/2015
757.83;51.24;;162.87;;11.41;18.89;26/11/2015
757.78;5.93;;56.78;;8.98;12.24;26/12/2015
756.76;36.04;181.33;;;5.27;11.8;27/01/2015
755.19;41.18;135.71;;;8.53;16.64;27/02/2015
757.29;37.29;;66.1;;23.71;22.45;27/03/2015
752.92;42.15;;52.25;;5.34;14.7;27/04/2015
752.96;55.5;;69.28;;4.13;33.09;27/05/2015
755.22;17.91;;73.61;;3.08;31.03;27/06/2015
755.33;20.78;;48.84;;3.4;29.53;27/07/2015
760.46;23.65;;48.0;;4.63;18.52;27/08/2015
757.44;62.45;;66.15;;10.48;28.68;27/09/2015
759.89;;;;;5.97;29.23;27/10/2015
758.03;37.86;;133.02;;14.09;17.67;27/11/2015
757.33;12.05;;54.12;;18.96;17.15;27/12/2015
755.93;33.83;196.24;;;4.36;8.71;28/01/2015
755.85;53.87;67.66;;;5.35;18.78;28/02/2015
754.24;60.36;;112.85;;59.72;24.58;28/03/2015
751.17;48.2;;53.63;;5.74;14.98;28/04/2015
752.32;50.49;;139.84;;4.82;34.18;28/05/2015
757.41;25.12;;74.69;;3.87;33.47;28/06/2015
756.01;22.4;;49.04;;3.57;27.92;28/07/2015
742.49;24.98;;48.78;;6.2;11.06;28/08/2015
758.56;49.83;;46.71;;8.58;27.64;28/09/2015
760.21;30.27;;131.59;;11.41;19.1;28/10/2015
759.46;37.08;;131.29;;13.1;18.46;28/11/2015
757.63;7.96;;51.92;;17.05;16.01;28/12/2015
756.72;45.13;243.29;;;3.58;8.87;29/01/2015
753.44;52.14;;82.55;;36.38;20.42;29/03/2015
749.94;59.95;;56.52;;6.55;17.06;29/04/2015
752.97;42.29;;52.39;;3.12;34.73;29/05/2015
760.24;20.23;;62.14;;3.34;29.66;29/06/2015
754.86;26.28;;48.87;;4.0;26.85;29/07/2015
759.69;60.49;;47.19;;10.18;26.54;29/09/2015
760.93;17.75;;126.68;;7.97;19.64;29/10/2015
759.33;40.38;;138.29;;19.32;18.69;29/11/2015
757.83;5.71;;51.74;;13.77;15.88;29/12/2015
757.79;45.62;227.7;;;3.7;10.03;30/01/2015
754.81;27.18;;54.95;;15.12;17.54;30/03/2015
750.08;48.65;;53.68;;5.75;17.34;30/04/2015
753.53;53.3;;37.29;;3.89;35.0;30/05/2015
759.15;23.0;;62.53;;3.63;30.88;30/06/2015
755.66;23.55;;48.17;;3.7;27.08;30/07/2015
760.91;22.84;;48.87;;9.41;10.34;30/08/2015
;54.68;;;;9.31;;30/09/2015
759.49;7.13;;163.38;;7.12;22.79;30/10/2015
758.97;53.75;;168.46;;17.15;21.36;30/11/2015
758.35;9.5;;283.01;;17.48;15.51;30/12/2015
755.88;58.93;337.71;;;5.14;11.08;31/01/2015
754.93;54.04;;73.39;;29.32;21.32;31/03/2015
752.7;32.03;;31.01;;2.78;32.98;31/05/2015
756.67;28.48;;49.28;;4.24;27.34;31/07/2015
761.29;21.3;;49.0;;18.99;9.62;31/08/2015
758.47;9.07;;318.76;;4.88;20.69;31/10/2015
750.65;11.82;;239.35;;14.26;18.11;31/12/2015
;12.47;;346.92;;5.38;13.94;01/01/2016
;23.1;;146.25;;6.22;15.05;01/02/2016
;34.01;;197.94;;3.02;22.69;01/03/2016
;16.24;;130.20;;9.74;29.08;01/04/2016
;28.72;;99.67;;8.17;32.86;01/05/2016
;27.8;;42.19;125.98;7.93;33.49;01/06/2016
;18.3;;108.86;162.42;9.43;31.15;01/07/2016
;7.92;;59.98;123.29;3.35;28.38;01/08/2016
;25.45;;42.21;169.51;8.97;27.1;01/09/2016
;51.38;;98.93;134.4;5.85;30.76;01/10/2016
;34.1;;197.23;167.62;11.61;23.37;01/11/2016
;69.5;;170.81;180.87;11.94;20.38;01/12/2016
;17.88;;104.52;;5.9;14.58;02/01/2016
;27.2;;153.95;;4.49;14.2;02/02/2016
;;;;;;21.64;02/03/2016
;19.39;;117.94;;10.05;30.35;02/04/2016
;18.94;;108.51;;10.42;34.66;02/05/2016
;13.61;;41.60;486.87;10.8;33.52;02/06/2016
;18.05;;122.08;156.81;6.45;28.14;02/07/2016
;9.08;;54.89;172.57;4.32;29.33;02/08/2016
;23.86;;49.54;139.37;7.29;28.41;02/09/2016
;54.16;;78.74;134.91;5.95;31.65;02/10/2016
;24.92;;419.00;116.39;11.04;22.6;02/11/2016
;51.79;;163.39;150.76;10.9;17.59;02/12/2016
;16.59;;139.32;;5.24;13.76;03/01/2016
;26.5;;147.83;;6.91;14.28;03/02/2016
;27.51;;148.84;;13.44;31.67;03/04/2016
;16.11;;87.73;;7.3;35.69;03/05/2016
;35.94;;84.04;204.54;3.53;41.02;03/06/2016
;26.05;;122.83;123.24;5.88;29.27;03/07/2016
;11.9;;99.90;106.77;2.63;30.71;03/08/2016
;33.27;;76.65;236.23;9.55;30.74;03/09/2016
;55.92;;92.21;155.33;5.99;31.58;03/10/2016
;18.8;;401.39;185.28;11.46;23.19;03/11/2016
;39.93;;164.49;135.41;12.02;19.43;03/12/2016
;27.68;;190.03;;5.29;15.13;04/01/2016
;30.24;;147.35;;6.02;14.36;04/02/2016
;17.59;;125.78;;10.98;31.2;04/04/2016
;20.59;;95.85;;7.24;32.51;04/05/2016
;31.35;;126.95;400.08;2.04;59.97;04/06/2016
;19.06;;123.17;63.9;9.73;29.45;04/07/2016
;10.89;;76.79;70.35;7.14;31.62;04/08/2016
;26.81;;65.90;234.53;8.51;29.82;04/09/2016
;53.35;;117.70;143.61;31.22;29.89;04/10/2016
;15.21;;227.83;180.48;11.58;22.71;04/11/2016
;37.67;;162.02;166.55;11.73;21.04;04/12/2016
;30.79;;191.49;;5.82;18.22;05/01/2016
;38.61;;179.67;;7.94;14.18;05/02/2016
;11.25;;98.77;;7.78;30.21;05/04/2016
;14.35;;89.87;;6.02;29.1;05/05/2016
;17.96;;119.47;88.02;24.22;34.86;05/07/2016
;18.48;;54.69;126.11;3.32;32.78;05/08/2016
;17.74;;51.30;320.65;9.55;28.87;05/09/2016
;55.0;;84.76;124.34;122.64;28.37;05/10/2016
;17.33;;429.16;136.98;11.91;22.1;05/11/2016
;37.93;;147.94;155.47;11.28;20.79;05/12/2016
;25.57;;196.42;;7.67;17.97;06/01/2016
;38.6;;202.87;;6.27;16.0;06/02/2016
;20.93;;107.03;;10.5;29.67;06/04/2016
;19.23;;67.92;;6.63;29.39;06/05/2016
;17.21;;164.23;210.52;4.54;31.74;06/07/2016
;26.18;;54.06;30.82;4.13;30.48;06/08/2016
;55.67;;97.71;152.48;5.74;29.79;06/10/2016
;18.88;;529.86;149.83;13.82;22.04;06/11/2016
;42.48;;170.73;147.67;10.72;21.25;06/12/2016
;25.22;;275.17;;5.58;17.52;07/01/2016
;30.57;;153.46;;6.02;16.88;07/02/2016
;15.95;;109.00;;2.54;24.48;07/03/2016
;17.98;;118.25;;12.23;27.75;07/04/2016
;18.3;;76.80;;7.7;32.39;07/05/2016
;12.19;;138.74;242.66;3.92;32.84;07/07/2016
;8.28;;40.28;490.54;5.92;34.18;07/08/2016
;48.73;;114.39;177.53;3.97;29.99;07/10/2016
;40.61;;391.20;148.53;14.55;22.38;07/11/2016
;39.25;;205.17;139.09;10.22;20.02;07/12/2016
;15.03;;172.51;;6.24;15.23;08/01/2016
;24.21;;146.30;;5.19;15.32;08/02/2016
;17.96;;106.90;;4.17;22.02;08/03/2016
;19.05;;104.74;;13.03;28.02;08/04/2016
;17.47;;82.47;;10.12;33.05;08/05/2016
;8.31;;175.86;216.89;5.23;31.01;08/07/2016
;38.67;;679.91;77.95;3.76;31.2;08/09/2016
;62.59;;100.81;170.38;4.53;30.89;08/10/2016
;39.71;;246.04;111.05;12.45;21.96;08/11/2016
;36.59;;183.99;145.61;10.38;19.97;08/12/2016
;13.25;;100.31;;6.59;14.7;09/01/2016
;23.74;;176.26;;5.69;15.34;09/02/2016
;19.61;;121.93;;6.57;21.92;09/03/2016
;23.86;;129.63;;15.26;29.68;09/04/2016
;10.86;;79.30;;5.92;31.96;09/05/2016
;7.07;;104.90;218.32;5.29;31.61;09/07/2016
;38.61;;326.16;209.66;3.11;29.9;09/09/2016
;46.29;;117.18;150.48;;29.81;09/10/2016
;30.1;;216.20;107.08;11.51;20.85;09/11/2016
;29.57;;166.68;148.67;11.39;21.08;09/12/2016
;13.91;;92.03;;7.83;14.98;10/01/2016
;23.57;;179.20;;4.97;16.0;10/02/2016
;19.63;;80.15;;8.68;23.11;10/03/2016
;14.99;;126.19;;11.89;29.93;10/04/2016
;12.43;;80.58;;4.76;33.81;10/05/2016
;7.85;;128.80;220.32;5.68;32.29;10/07/2016
;34.76;;51.90;223.39;6.02;30.08;10/09/2016
;23.1;;111.03;132.07;1.46;29.83;10/10/2016
;35.53;;179.41;103.27;10.26;21.37;10/11/2016
;29.78;;137.08;139.78;11.65;20.85;10/12/2016
;20.04;;152.36;;8.0;15.79;11/01/2016
;22.26;;126.13;;4.31;18.78;11/02/2016
;26.82;;82.94;;8.49;24.01;11/03/2016
;14.89;;121.22;;21.11;31.11;11/04/2016
;12.58;;93.10;;8.99;32.08;11/05/2016
;11.11;;159.17;214.08;4.16;31.31;11/07/2016
;12.38;;71.21;26.9;16.31;27.27;11/08/2016
;42.57;;57.08;211.05;6.15;30.5;11/09/2016
;10.0;;114.72;170.79;5.24;28.73;11/10/2016
;108.38;;203.43;107.21;3.34;22.79;11/11/2016
;27.14;;132.63;139.07;11.68;21.84;11/12/2016
;18.43;;127.36;;4.82;17.33;12/01/2016
;23.83;;148.97;;4.22;18.42;12/02/2016
;15.17;;60.06;;8.5;22.94;12/03/2016
;11.69;;109.86;;12.25;28.03;12/04/2016
;18.57;;183.81;;11.15;34.07;12/05/2016
;13.37;;65.17;78.54;6.05;28.89;12/07/2016
;9.68;;51.17;84.56;4.66;28.06;12/08/2016
;36.58;;60.09;223.05;7.09;29.68;12/09/2016
;27.92;;101.82;166.83;8.04;29.37;12/10/2016
;82.61;;191.91;90.99;;20.02;12/11/2016
;21.8;;162.40;150.62;12.19;21.89;12/12/2016
;15.54;;152.10;;6.14;16.82;13/01/2016
;17.65;;115.17;;1.89;16.85;13/02/2016
;10.47;;59.36;;6.84;22.95;13/03/2016
;16.86;;101.04;;14.56;29.88;13/04/2016
;16.06;;116.87;;13.18;35.13;13/05/2016
;13.53;;1,033.76;216.85;5.66;30.13;13/07/2016
;16.94;;49.51;215.5;4.48;30.46;13/08/2016
;36.52;;61.34;218.14;7.01;30.19;13/09/2016
;18.12;;100.47;175.31;10.69;28.78;13/10/2016
;21.12;;164.00;134.96;12.71;21.99;13/12/2016
;9.43;;115.68;;5.95;14.53;14/01/2016
;;;;;;12.96;14/02/2016
;16.16;;68.75;;13.0;21.84;14/03/2016
;18.9;;142.39;;16.95;30.95;14/04/2016
;18.28;;99.55;;7.83;34.97;14/05/2016
;20.13;;78.46;235.08;5.0;29.41;14/07/2016
;37.64;;60.94;147.68;5.96;29.6;14/09/2016
;18.81;;101.46;162.42;6.21;29.03;14/10/2016
;42.54;;150.85;104.43;6.94;25.18;14/11/2016
;21.04;;118.81;145.38;9.79;20.07;14/12/2016
;9.45;;246.80;;4.6;12.38;15/01/2016
;19.75;;131.26;;2.09;18.67;15/02/2016
;19.03;;63.14;;13.74;21.86;15/03/2016
;24.44;;130.99;;19.23;31.9;15/04/2016
;17.17;;113.18;;3.84;36.38;15/05/2016
;4.22;;128.38;292.14;6.66;36.65;15/06/2016
;12.62;;63.15;261.16;4.73;29.7;15/07/2016
;39.62;;80.08;204.18;11.91;30.45;15/09/2016
;23.59;;131.58;154.98;3.89;26.78;15/10/2016
;51.98;;176.76;97.35;7.08;21.43;15/11/2016
;19.93;;139.14;144.64;10.58;19.75;15/12/2016
;14.93;;184.24;;5.14;12.65;16/01/2016
;20.13;;152.83;;2.55;16.48;16/02/2016
;13.63;;69.79;;7.97;21.57;16/03/2016
;21.0;;144.67;;19.73;33.5;16/04/2016
;19.48;;117.39;;13.22;34.48;16/05/2016
;8.6;;105.54;306.46;4.65;31.22;16/06/2016
;6.49;;322.59;118.67;4.86;27.31;16/07/2016
;24.34;;77.07;139.25;5.78;36.11;16/08/2016
;46.9;;69.89;208.11;8.1;30.33;16/09/2016
;20.6;;112.69;157.8;7.47;27.47;16/10/2016
;45.27;;180.27;97.79;7.33;20.42;16/11/2016
;21.8;;140.95;144.57;10.09;18.81;16/12/2016
;25.54;;194.88;;6.19;12.84;17/01/2016
;19.7;;164.80;;3.82;14.14;17/02/2016
;19.3;;69.78;;6.62;24.03;17/03/2016
;22.68;;234.53;;21.23;34.98;17/04/2016
;11.25;;93.55;346.32;3.77;31.91;17/06/2016
;6.17;;126.15;173.66;8.24;27.78;17/07/2016
;20.87;;68.60;156.86;14.79;29.06;17/08/2016
;34.85;;85.43;174.06;10.59;30.16;17/09/2016
;25.27;;139.37;146.78;6.93;27.15;17/10/2016
;43.21;;162.32;104.14;7.87;20.79;17/11/2016
;21.52;;165.64;130.1;10.19;18.77;17/12/2016
;27.95;;250.26;;5.54;11.92;18/01/2016
;19.3;;209.40;;1.78;17.83;18/02/2016
;20.55;;75.67;;10.57;25.2;18/03/2016
;18.25;;192.35;;10.93;32.98;18/04/2016
;14.05;;125.63;359.48;5.44;33.48;18/06/2016
;9.11;;58.36;296.6;6.34;28.76;18/07/2016
;48.61;;67.98;119.45;6.89;29.03;18/08/2016
;37.52;;80.80;185.59;7.56;30.55;18/09/2016
;27.33;;125.77;153.97;9.84;26.6;18/10/2016
;35.29;;192.93;100.5;7.73;19.86;18/11/2016
;20.4;;176.85;137.6;10.99;17.97;18/12/2016
;24.1;;275.93;;7.36;10.81;19/01/2016
;16.99;;207.46;;2.51;20.45;19/02/2016
;28.16;;92.41;;8.97;25.47;19/03/2016
;23.37;;121.82;;4.94;32.5;19/04/2016
;17.11;;316.27;342.6;4.64;32.71;19/06/2016
;17.31;;65.00;98.05;7.79;30.27;19/07/2016
;22.45;;71.16;97.12;8.27;31.41;19/08/2016
;39.2;;64.89;238.06;8.76;30.98;19/09/2016
;25.19;;120.50;153.82;10.58;26.77;19/10/2016
;31.11;;178.78;103.48;8.81;19.79;19/11/2016
;19.66;;173.54;131.34;10.13;18.52;19/12/2016
;21.17;;379.37;;6.95;10.2;20/01/2016
;14.65;;156.47;;2.94;21.88;20/02/2016
;16.89;;93.57;;11.7;25.25;20/03/2016
;15.48;;188.48;;5.7;31.96;20/04/2016
;19.78;;455.16;201.25;3.93;30.36;20/06/2016
;9.81;;124.90;414.8;7.68;32.22;20/07/2016
;20.15;;56.98;111.86;6.7;31.27;20/08/2016
;19.44;;122.74;154.71;11.01;26.98;20/10/2016
;34.62;;143.26;102.05;7.94;20.94;20/11/2016
;16.48;;132.73;124.7;10.08;20.2;20/12/2016
;20.35;;162.76;;4.3;10.58;21/01/2016
;8.33;;95.92;;2.08;19.11;21/02/2016
;11.36;;77.85;;10.28;24.25;21/03/2016
;13.48;;119.77;;11.8;32.25;21/04/2016
;18.76;;188.55;355.35;7.08;30.04;21/06/2016
;8.78;;75.24;433.8;6.42;32.64;21/07/2016
;21.66;;42.74;133.45;9.46;30.12;21/08/2016
;11.7;;114.77;153.29;4.0;27.0;21/10/2016
;28.51;;169.80;140.28;8.48;21.8;21/11/2016
;17.06;;116.30;98.69;9.63;20.65;21/12/2016
;38.44;;255.58;;5.49;10.59;22/01/2016
;12.74;;117.26;;2.02;18.84;22/02/2016
;10.41;;78.85;;4.83;22.23;22/03/2016
;14.82;;154.68;;3.75;31.72;22/04/2016
;16.86;;341.75;331.76;5.08;30.38;22/06/2016
;14.96;;108.20;13.73;7.14;31.53;22/07/2016
;21.47;;44.98;117.61;7.3;29.94;22/08/2016
;24.95;;129.86;146.74;17.82;27.48;22/10/2016
;44.29;;109.99;101.51;7.75;21.58;22/11/2016
;20.49;;135.63;93.87;9.0;19.55;22/12/2016
;31.75;;227.55;;4.22;13.03;23/01/2016
;14.92;;106.96;;2.74;19.4;23/02/2016
;11.05;;74.51;;9.32;21.41;23/03/2016
;17.92;;102.28;;4.31;29.86;23/04/2016
;16.4;;220.42;256.2;4.94;30.28;23/06/2016
;8.67;;;139.86;3.66;29.77;23/07/2016
;23.86;;49.03;148.95;6.59;30.61;23/08/2016
;34.19;;64.73;281.16;8.77;30.88;23/09/2016
;35.44;;153.01;134.58;27.43;27.03;23/10/2016
;38.65;;138.73;96.22;9.26;20.64;23/11/2016
;21.51;;245.01;136.3;10.33;15.67;23/12/2016
;21.09;;206.70;;5.97;8.91;24/01/2016
;31.95;;113.44;;3.06;20.02;24/02/2016
;24.34;;147.44;;15.22;29.59;24/04/2016
;9.05;;;610.44;18.17;32.93;24/05/2016
;15.4;;216.98;351.32;5.58;32.27;24/06/2016
;14.2;;58.32;127.19;6.43;31.41;24/07/2016
;23.04;;50.55;349.67;6.43;29.11;24/08/2016
;34.35;;67.64;142.6;8.03;28.68;24/09/2016
;32.5;;126.56;141.23;27.92;26.8;24/10/2016
;44.53;;158.82;134.55;7.69;20.83;24/11/2016
;22.86;;267.42;134.95;11.72;20.74;24/12/2016
;21.73;;197.03;;6.74;9.92;25/01/2016
;28.7;;132.89;;2.73;21.49;25/02/2016
;22.11;;94.14;;59.47;31.44;25/03/2016
;21.23;;112.46;;28.37;30.88;25/04/2016
;14.89;;93.61;118.47;5.33;31.49;25/07/2016
;25.14;;49.05;295.43;7.48;29.9;25/08/2016
;34.06;;66.04;159.2;8.23;29.27;25/09/2016
;31.05;;110.21;163.33;19.4;26.4;25/10/2016
;41.36;;119.43;95.17;7.41;21.9;25/11/2016
;15.0;;164.03;38.81;11.43;18.24;25/12/2016
;38.01;;258.79;;6.36;13.3;26/01/2016
;29.59;;131.22;;2.26;22.24;26/02/2016
;11.78;;100.04;;20.99;23.37;26/03/2016
;30.39;;113.64;;6.89;32.07;26/04/2016
;48.1;;;191.6;6.6;34.74;26/05/2016
;10.19;;64.25;85.2;5.07;29.53;26/07/2016
;21.4;;55.59;197.83;8.82;30.09;26/08/2016
;40.44;;74.11;169.03;10.7;29.76;26/09/2016
;32.0;;150.71;194.44;15.12;26.5;26/10/2016
;40.87;;107.54;95.16;7.34;23.08;26/11/2016
;14.95;;109.39;157.95;20.86;18.98;26/12/2016
;43.14;;209.29;;4.95;16.07;27/01/2016
;37.58;;153.15;;2.71;21.36;27/02/2016
;11.22;;93.48;;10.1;24.28;27/03/2016
;38.32;;121.80;;6.09;32.57;27/04/2016
;19.64;;153.22;228.78;9.55;33.49;27/05/2016
;20.6;;524.37;234.12;4.4;33.69;27/06/2016
;8.65;;47.46;84.55;3.86;28.16;27/07/2016
;20.44;;57.64;498.27;7.99;30.87;27/08/2016
;42.98;;70.27;173.43;9.07;30.09;27/09/2016
;30.99;;208.07;190.31;11.68;25.6;27/10/2016
;41.3;;113.83;90.71;7.71;22.24;27/11/2016
;29.69;;280.20;;6.1;14.32;28/01/2016
;28.69;;151.83;;3.74;21.79;28/02/2016
;13.99;;110.38;;8.86;24.58;28/03/2016
;26.32;;139.11;;4.4;31.76;28/04/2016
;13.86;;112.35;416.21;5.68;35.63;28/05/2016
;19.9;;153.94;186.57;4.92;30.09;28/06/2016
;22.86;;49.51;324.67;4.38;31.05;28/07/2016
;21.79;;59.62;784.58;6.91;30.72;28/08/2016
;43.07;;87.52;91.26;5.73;28.76;28/09/2016
;20.96;;182.60;185.6;11.74;24.08;28/10/2016
;36.65;;113.03;93.8;10.4;20.87;28/11/2016
;33.04;;142.02;;3.81;22.99;29/02/2016
;19.06;;73.49;;62.23;28.35;29/03/2016
;29.8;;135.38;;8.4;31.91;29/04/2016
;16.92;;121.75;268.27;8.34;34.0;29/06/2016
;15.4;;48.82;50.28;5.76;27.14;29/07/2016
;20.06;;53.71;789.17;7.52;28.68;29/08/2016
;41.19;;85.68;314.59;6.0;32.02;29/09/2016
;43.34;;212.82;175.99;9.4;25.33;29/10/2016
;56.12;;177.76;103.83;8.48;19.79;29/11/2016
;46.41;;233.01;;5.1;21.67;30/01/2016
;22.77;;103.38;;29.16;26.52;30/03/2016
;30.97;;133.69;;6.64;31.42;30/04/2016
;19.61;;318.57;395.29;7.6;27.77;30/05/2016
;16.3;;117.86;293.88;4.48;35.49;30/06/2016
;8.84;;48.47;140.11;3.81;27.27;30/07/2016
;21.1;;52.09;786.75;7.48;29.37;30/08/2016
;45.78;;101.67;185.01;5.31;31.86;30/09/2016
;35.22;;285.01;202.1;8.95;24.88;30/10/2016
;70.58;;169.46;182.04;10.78;19.98;30/11/2016
;21.11;;234.00;;6.76;16.78;31/01/2016
;30.62;;147.05;;6.14;28.53;31/03/2016
;11.17;;312.64;107.96;7.23;25.41;31/05/2016
;7.8;;52.65;146.01;4.56;28.72;31/07/2016
;25.64;;47.19;573.52;8.55;28.4;31/08/2016
;30.34;;520.57;174.02;15.15;23.78;31/10/2016
;27.88;;137.15;204.51;5.33;16.81;01/02/2017
;43.61;;122.76;184.22;12.99;26.93;01/03/2017
;27.7;;;195.54;5.95;34.58;01/04/2017
;29.19;;104.63;266.06;3.94;33.92;01/05/2017
;32.03;;98.50;184.36;7.34;34.07;01/06/2017
;32.28;;48.93;209.66;15.62;28.83;01/07/2017
;9.19;;38.86;71.46;9.89;33.99;01/08/2017
;23.59;;45.75;131.51;7.5;32.06;01/09/2017
;43.4;;100.89;99.49;;32.16;01/10/2017
;49.27;;173.11;63.48;9.92;28.11;01/11/2017
;43.9;;203.85;41.07;9.61;22.34;01/12/2017
;32.45;;144.50;210.49;6.14;17.69;02/02/2017
;35.11;;101.60;158.39;6.18;24.36;02/03/2017
;25.69;;;231.66;6.04;33.83;02/04/2017
;39.54;;152.29;235.27;3.79;35.18;02/05/2017
;29.75;;144.50;201.86;8.42;36.25;02/06/2017
;34.6;;49.44;127.68;10.96;54.12;02/07/2017
;16.96;;56.54;29.63;11.89;32.85;02/08/2017
;22.12;;44.16;88.15;7.02;33.83;02/09/2017
;37.86;;109.77;102.09;;32.34;02/10/2017
;45.51;;145.09;58.84;6.76;26.29;02/11/2017
;43.14;;191.71;81.79;10.55;22.0;02/12/2017
;30.88;;133.91;202.38;6.38;19.83;03/02/2017
;23.67;;80.59;201.37;4.28;22.87;03/03/2017
;26.79;;;225.21;8.77;34.47;03/04/2017
;29.49;;149.06;139.38;5.71;35.28;03/05/2017
;40.12;;142.70;226.53;8.25;38.77;03/06/2017
;34.35;;65.31;185.82;15.25;35.89;03/07/2017
;19.44;;61.60;120.45;13.59;35.21;03/08/2017
